-13.095151;-3.9095986;-0.23192203;-7.251263;-7.032353;-4.243974;-2.013585;-2.2516336;-13.199119;-5.132148;-1.9018266;-4.517141;-1.9849154;-7.874099;-4.396845;-3.5669644;-2.3169558;-0.02948773;-6.71936;-5.3876867;-7.553774;-8.318885;-5.283117;-2.4868991;-4.0998244;-4.853116;-4.134858;-3.0015278;-3.2213984;-6.1639304;-3.146676;-6.7883477;-2.6172333;5.9420567;-2.6650987;-4.107699;2.4508865;-6.7557306;-0.58151275;-5.9923315;-5.6240444;-2.8939729;-5.165641;-5.7804193;-5.4781833;-0.22596538;-2.7506127;-10.543717;-3.3328576;-3.7603488;-6.327526;-2.9296784;-2.7444644;1.3807366;-0.65875816;-1.2308776;-0.21651977;0.035541713;5.85874;14.82676;-1.7883856;-2.4519289;5.0847917;-3.9477823;0.10153556;-5.7528477;-3.5376647;2.2398021;2.8315234;-0.8394523;0.6282528;6.4068856;-1.9500608;-1.8120416;-5.3477826;-1.8150971;-5.9809027;5.339632;3.1608772;3.1231208;
-8.246841;-8.081665;-7.784177;-8.994415;-10.013634;-12.70548;-7.2547483;-6.588835;-17.55981;-8.98352;-7.8700447;-4.696553;-4.9246902;-10.177322;-5.034606;-9.044352;-5.310352;-5.825425;-9.561216;-7.4138327;-7.4091463;-12.244383;-9.523003;-1.9108806;-9.776712;-9.5430975;-9.402594;-7.250292;-8.746389;-8.916847;-8.314231;-7.4877434;-9.31614;-3.0410483;-6.4619713;-9.095284;-3.6390326;-11.989347;-1.5658877;-8.935485;-10.368495;-7.4095325;-12.492535;-10.583771;-10.109924;-6.896361;-8.77317;-12.855753;-7.05011;-7.171654;-12.083641;-6.033202;-6.343095;-0.45089614;-3.864291;-1.9160223;-1.6361911;1.945742;1.0551177;6.109454;-1.4209187;-0.96210074;-1.6466796;-5.5300074;0.9506625;-5.667368;-2.367697;2.665279;-1.7060573;-4.7027464;0.39561248;1.6933644;-3.808682;-0.70182353;-5.085244;-4.4011736;-6.602562;0.8359071;-2.4544163;11.4025955;
-7.4557467;-8.645521;-8.387746;-9.929905;-10.695211;-12.129063;-7.8790307;-6.6448517;-16.362633;-9.780562;-7.803732;-2.1265683;-4.2548532;-9.918316;-6.9666934;-10.618115;-5.6557164;-6.2529783;-9.659914;-6.326009;-8.035243;-11.795036;-8.831705;-4.1918616;-10.012083;-9.489851;-9.537371;-8.566824;-9.229372;-10.264007;-8.885572;-8.699453;-9.450931;-4.576191;-7.5381136;-11.298528;-2.9057462;-12.016493;-2.1722443;-10.072414;-10.906057;-9.397172;-12.878628;-10.106758;-10.435503;-6.2533526;-9.079592;-13.038148;-6.2081943;-7.452414;-12.030899;-8.274483;-6.2595253;-3.0824668;-4.0282035;-1.4584087;-1.5682969;0.29089218;0.6348478;5.7679915;-6.021856;-2.3518152;-2.707709;-5.0614195;1.3313962;-5.267084;-3.7274368;-0.64809096;-1.6972585;-5.349082;-0.43856454;2.7313466;-3.4914386;-0.46691656;-6.6214604;-4.3180523;-7.0249596;-0.7369583;-3.6524882;15.284292;
-9.331072;-8.66593;-8.847815;-10.136581;-10.968767;-12.756508;-7.7963533;-7.950018;-16.132587;-9.80031;-8.644353;-1.5214168;-4.3688164;-10.135092;-7.2660933;-10.549253;-6.1808705;-6.4117994;-10.151287;-7.249788;-7.292569;-12.726721;-9.182681;-3.867834;-9.7296505;-10.472536;-10.48;-10.036521;-9.411915;-11.179203;-9.505933;-9.8473625;-9.620251;-4.2318907;-8.46347;-12.31632;-3.9487453;-11.814561;-3.130856;-10.460362;-11.9215765;-10.226175;-13.460993;-10.8583145;-10.798826;-7.313244;-9.643925;-14.0885725;-6.802089;-8.367896;-12.519381;-9.068001;-6.750782;-3.83409;-3.9620562;-2.1971579;-0.5773437;0.8230632;1.7825634;6.7703104;-8.844318;-3.0066724;-3.4219413;-4.849989;2.1621695;-5.032682;-5.117161;-1.4034559;-1.5065787;-5.3231473;-0.8107593;2.5264676;-3.4813209;-1.385745;-7.9193974;-4.1456094;-7.0556684;-0.34847778;-3.6194777;16.92106;
-12.8820095;-9.907669;-9.607513;-12.347467;-11.905135;-13.144194;-9.701831;-10.326651;-17.161505;-10.69912;-10.036497;-3.366477;-3.3288732;-11.726557;-7.6595335;-11.0187435;-7.916091;-6.531424;-11.949513;-9.652832;-8.181794;-14.528716;-10.263176;-3.14827;-10.308109;-12.517351;-12.69692;-12.446056;-10.480345;-12.789599;-10.2654705;-12.61624;-9.723812;-4.9668465;-10.659946;-13.0612755;-5.576307;-13.736128;-4.8415394;-12.186775;-14.24123;-10.633221;-13.884905;-12.854694;-11.097239;-9.644033;-10.333876;-14.813163;-8.002892;-11.628425;-15.206896;-9.778171;-9.153052;-3.5941894;-5.2901917;-2.185791;0.78989506;-0.18840915;3.4644418;9.03916;-10.02346;-2.7063153;-4.4293675;-5.215068;2.8999033;-5.695889;-5.116209;-2.364448;-1.1860971;-4.831431;-0.6683952;2.0688138;-2.802985;-2.290053;-7.6897306;-5.1068926;-7.3231916;1.8637924;-2.1956122;18.621525;
-8.903959;-6.2983055;-4.2373686;-9.732506;-8.72184;-7.7298756;-6.6693707;-8.642995;-11.714022;-5.549231;-6.6967883;-1.8407983;-2.0638232;-7.6379323;-6.2330337;-10.105051;-4.183489;-2.9132864;-8.440378;-7.291525;-5.143488;-9.195184;-6.495063;1.2887127;-7.014126;-9.221718;-9.205154;-10.793945;-9.365009;-10.282286;-9.424341;-10.76346;-7.807819;-1.5424795;-9.199087;-9.579165;-0.43406773;-10.940655;-5.5436974;-10.269691;-14.373405;-7.8519983;-10.620752;-9.455657;-10.578916;-7.316496;-7.326695;-13.028317;-9.502909;-11.364128;-11.968253;-6.4542575;-5.6564393;-3.3481169;-4.99196;-2.3767822;0.33234876;-2.373745;4.3120937;8.876562;-5.8803453;-0.031051636;-0.8352027;-2.8220387;2.4350414;-7.3181853;-4.542417;-2.9885292;-2.0019357;-3.046845;-3.3137527;-1.6967459;-2.7529612;-2.846654;-8.545599;-7.0660954;-7.800913;3.4783738;0.6993742;17.58564;
-4.8007755;-6.655099;-0.7692817;-8.255499;-6.6791153;-1.7631645;-6.7371206;-7.959882;-9.598135;-7.0276213;-1.6939144;-5.8671217;-1.5910988;-4.397578;-7.182034;-8.606761;-7.241639;-4.5108833;-8.872276;-8.095363;-7.9227943;-11.863138;-8.572391;-3.1253333;-5.9063563;-8.076939;-10.989761;-11.016163;-9.440929;-12.064888;-8.893126;-8.368917;-10.324866;-3.0616202;-9.724818;-4.5008492;0.21857882;-9.283432;-3.0655434;-8.913372;-10.977208;-5.9220805;-10.16214;-12.807947;-11.375166;-8.641729;-5.301221;-10.882799;-7.3802915;-8.663769;-10.602768;-5.769904;-7.40666;-3.6653779;-5.1899123;-4.4063816;-2.7623146;-2.4506133;-0.94067;4.0772905;-1.3137248;7.110196;1.2804961;-4.7343326;4.48654;-9.035633;-6.8459015;0.13732886;-3.1368117;-6.757864;-1.7576889;-5.801999;-3.9554482;1.0712609;-5.261585;-8.173468;-9.418763;2.0421088;-3.5740793;14.7696;
-10.2730875;-11.462046;2.4995039;-9.774065;-9.149868;-0.5045891;-9.969931;-9.612592;-10.18486;-11.304562;-1.4172399;-8.320728;-4.6057363;-7.8154364;-12.705708;-7.2146473;-10.2312355;-11.813341;-11.8597555;-12.004238;-10.5596695;-13.861996;-16.38179;-12.006762;-8.755934;-9.736305;-10.823022;-11.171188;-11.272713;-14.308337;-11.609363;-9.808308;-13.339145;-6.2285213;-10.453721;-1.3994036;-6.149014;-14.64211;-7.2766848;-7.3065696;-11.187286;-6.409008;-10.139741;-19.0678;-13.137085;-9.452036;-4.57674;-14.586134;-10.080364;-6.034732;-17.649628;-8.422952;-13.275923;-3.7644951;-3.831047;-6.175803;-3.989554;0.6524987;-1.8221936;2.5728035;-0.52313125;16.411457;-1.1650094;-6.533201;6.356386;-8.01761;-3.4792507;0.30942047;-0.6803572;-13.319745;1.7143908;-4.2191706;0.3073702;1.2058278;-5.5521536;-4.5404577;-13.483119;2.1365464;-3.479051;10.199732;
-10.928373;-14.670668;4.0768094;-13.133961;-10.215966;0.83121586;-9.710612;-10.863819;-10.184474;-11.782976;-3.3312893;-6.249223;-4.441188;-12.036604;-11.625872;-11.30419;-8.086327;-10.143215;-12.069561;-10.2642565;-13.439695;-13.922237;-13.498938;-11.993707;-11.546628;-11.581851;-6.7556386;-10.292519;-6.4493976;-12.370946;-9.257943;-9.186745;-13.432659;-5.0888777;-8.666758;-1.6136012;-8.094189;-18.240734;-10.228493;-4.5247436;-10.450905;-6.581591;-8.985688;-16.38393;-11.207792;-11.1111145;-4.8396516;-10.635857;-10.030935;-6.575994;-17.873165;-8.335298;-13.931866;-2.8070388;-3.559576;-4.364868;-2.8145525;4.2283826;-4.503268;-1.0211518;-2.1898417;15.310204;-7.913674;-6.39991;3.178178;-9.406033;2.5397706;1.8043532;-4.577764;-18.184464;0.43284392;-0.20561588;-0.7481526;0.8981403;-0.76614666;-6.9229083;-13.058877;-3.5707314;-3.6408007;7.945878;
-15.047399;-16.3656;-1.7806089;-14.225544;-8.346371;-2.9290116;-10.363433;-12.824514;-10.094107;-12.034499;-6.9709682;-5.881794;-6.673856;-14.027166;-12.697357;-9.536091;-8.279823;-11.749145;-8.455494;-10.592939;-13.849604;-12.534418;-12.3219185;-10.155134;-12.737243;-15.660925;-5.3579545;-11.5938225;-7.8050785;-16.231436;-7.466423;-11.72282;-15.356254;-4.7013006;-8.743562;-7.5563145;-11.421885;-12.523416;-9.364477;-0.30358708;-3.2081223;-10.905977;-8.195984;-15.632964;-3.9997938;-12.296925;-1.8788505;-8.623723;-6.4601974;-4.0487757;-13.994234;-6.314791;-11.231843;-0.3254907;0.41417384;-5.35397;-5.14394;-0.61912435;-3.8193705;-3.1675062;5.4085135;2.882737;-13.493759;-0.078555346;2.1591094;-2.015665;14.613319;-1.8813509;-2.8108006;-14.557718;4.7345624;1.2820551;-0.079203725;0.7544593;5.368018;-1.6246688;-6.0375385;-3.1251433;-1.5438473;2.7399693;
